iter	RMSE
122	0.7168982521
123	0.7134418112
124	0.7095054973
125	0.702812374
126	0.6967680051
127	0.6930229528
128	0.68909663
129	0.6854960498
130	0.6810793633
131	0.6772843486
132	0.6741514812
133	0.6710034654
134	0.6674699925
135	0.6652903324
136	0.6619412403
137	0.6583834779
138	0.6543978905
139	0.6493257381
140	0.6465670289
141	0.6441334829
142	0.6411138176
143	0.6381013668
144	0.6340567983
145	0.6296282743
146	0.6272976479
147	0.6246657285
148	0.6216672537
149	0.6183806951
150	0.6138352489
151	0.6091178697
152	0.6065000972
153	0.6032762343
154	0.6015936396
155	0.5990621231
156	0.5969059958
157	0.5940004049
158	0.5923580851
159	0.5883270254
160	0.5865481064
161	0.5843325788
162	0.5817201241
163	0.5795998095
164	0.5773541909
165	0.5735957124
166	0.5716194453
167	0.5702324068
168	0.5686707878
169	0.5647090101
170	0.5627713213
171	0.5614563501
172	0.5582675016
173	0.5548427562
174	0.5530124612
175	0.5514503216
176	0.5486404704
177	0.547042605
178	0.5450873576
179	0.5426866895
180	0.5390582077
181	0.5364073959
182	0.5333799031
183	0.5321275152
184	0.5297572341
185	0.5283057366
186	0.5267236473
187	0.5249981586
188	0.5232677944
189	0.521929309
190	0.5184082687
191	0.5160521684
192	0.5146247143
193	0.5119373834
194	0.50929987
195	0.5068522366
196	0.5050179388
197	0.5027506006
198	0.5011387736
199	0.4995550013
200	0.4982512891
201	0.4958810697
202	0.4942619956
203	0.4921711414
204	0.490711974
205	0.488940685
206	0.4870961649
207	0.4861092421
208	0.4834384474
209	0.4821954757
210	0.4803723988
211	0.4786671001
212	0.4766699824
213	0.4748657638
214	0.4731126129
215	0.4716963995
216	0.4703165551
217	0.4684765464
218	0.466563039
219	0.4646962335
220	0.4630812263
221	0.4615047197
222	0.4608544166
223	0.4587846165
224	0.4576860926
225	0.4559325214
226	0.4540319382
227	0.4535221289
228	0.4522503745
229	0.4507933123
230	0.4488066244
231	0.4473036304
232	0.4460569048
233	0.4447256819
234	0.4438337539
235	0.4427352408
236	0.4410951953
237	0.4395571328
238	0.4385079206
239	0.4366648401
240	0.435568777
241	0.4340929884
242	0.4323861849
243	0.4311463317
244	0.4302564703
245	0.4290606902
246	0.427752132
247	0.4267972357
248	0.4249542518
249	0.4236096616
250	0.4217170589
251	0.4202021616
252	0.419096123
253	0.4185717813
254	0.417773662
255	0.4163351424
256	0.4146767379
257	0.4142040675
258	0.413244552
259	0.4122169449
260	0.411405087
261	0.4096731823
262	0.4088482112
263	0.4076147873
264	0.4064646742
265	0.4047816634
266	0.4043676147
267	0.4027710339
268	0.4015459764
269	0.4004578785
270	0.3993624665
271	0.3989244122
272	0.3984588386
273	0.397336974
274	0.3964344803
275	0.3958947859
276	0.3948578342
277	0.3937883081
278	0.3926713004
279	0.3916925271
280	0.391222248
281	0.3902441895
282	0.3894192555
283	0.3888992006
284	0.3882021088
285	0.3869619665
286	0.3858856375
287	0.3848798016
288	0.3842316477
289	0.3835508307
290	0.3822666639
291	0.3816586229
292	0.3803117993
293	0.3791961686
294	0.3779481776
295	0.3767265901
296	0.375392293
297	0.3741170468
298	0.373196749
299	0.3722099885
300	0.3716259225
301	0.3696189602
302	0.3682491466
303	0.3671365053
304	0.3662905731
305	0.3655695355
306	0.364845921
307	0.3644741606
308	0.3637512649
309	0.3629942329
310	0.3624168939
311	0.3615493867
312	0.3607581789
313	0.3604236987
314	0.3597904778
315	0.3590241572
316	0.3585114466
317	0.3577955329
318	0.3568058183
319	0.3563199454
320	0.3552904384
321	0.3549895412
322	0.353991067
323	0.3532334565
324	0.3529185135
325	0.3524924383
326	0.3515588123
327	0.3511684591
328	0.3502113953
329	0.3492971104
330	0.3487414344
331	0.3479780874
332	0.3468584625
333	0.3465513488
334	0.3459196952
335	0.3456982893
336	0.3448778729
337	0.3442500557
338	0.343561761
339	0.3427861589
340	0.3421447041
341	0.3419473418
34342	0.33049019234343	0.33031289034344	0.33009589345345	0.32950311346346	0.3287319347	347	0.3278839348348	0.32733010349349	0.32661531350350	0.32572727351351	0.3248705352	352	0.3242807353353	0.32365363354354	0.323027176
355	0.322559267
356	0.3222661419
357	0.321944996
358	0.3211317057
359	0.32080825743360	0.3203675461
361	0.320177126
362	0.31946110836363	0.3192720783
364	0.3190066005
365	0.3185982227
366	0.3181032674
367	0.3175518562
368	0.3166971279
369	0.3159450238
370	0.3152007058
371	0.3149513342
372	0.3144774381
373	0.314127347
374	0.3136857547
375	0.3135660002
376	0.3132859872
377	0.3126687879
378	0.3120031465
379	0.3117171022
380	0.311593385
381	0.3107435708
382	0.3104432003
383	0.3099055724
384	0.3093608399
385	0.3088753096
386	0.3087227889
387	0.3080728867
388	0.3073868921
389	0.3072423764
390	0.3067257941
391	0.3064923449
392	0.3058788336
393	0.3053540394	394	0.3048840395	395	0.3045299702
396	0.3043486287
397	0.303813039
398	0.30332419399399	0.3026226936
400	0.30233265401401	0.30181317402402	0.30159799403403	0.30078400404404	0.30043078405405	0.29985159406406	0.2992373115
407	0.298911112
408	0.2987212703
409	0.2985079526
410	0.2980336928
411	0.2977135864
412	0.2970397713
413	0.2967419377
414	0.2963701825
415	0.2961218251
416	0.2955518354
417	0.2949324098
418	0.2947282265
419	0.2942278254
420	0.2938109682
421	0.2936803194
422	0.2930727059
423	0.2927280578
424	0.2925113106
425	0.2920193862
426	0.2918218721
427	0.2915320052
428	0.2911577392
429	0.2905875853
430	0.2901316677
431	0.2898275498
432	0.2893275117
433	0.2887919026
434	0.2886685407
435	0.2883420862
436	0.2878894119
437	0.2874389227
438	0.2869098995
439	0.2863497728
440	0.2861545604
441	0.2858014991
442	0.2852614982
443	0.2847629842
444	0.2843985386
445	0.2838807315
446	0.2835295733
447	0.2831016435
448	0.2830066522
449	0.282711451
450	0.2824337434
451	0.2821898439
452	0.281830134
453	0.2814773467
454	0.2809689043
455	0.2807291096
456	0.2805573692
457	0.2801266644
458	0.2797894519
459	0.2793069965
460	0.278461	0.28461	0.27462	0.284462	0.27463	0.284463	0.2776775695
464	0.2773133459
465	0.2771618999
466	0.27467	0.283467	0.27468	0.282468	0.27469	0.2824492046
470	0.2823000481
471	0.2816716709
472	0.2810643211
473	0.2807547716
474	0.2801446984
475	0.2798018793
476	0.2796593793
477	0.2793414865
478	0.2791203405
479	0.2785723433
480	0.2779418976
481	0.2775659787
482	0.2772424235
483	0.2770827386
484	0.2766794181
485	0.2764782431
486	0.2757991641
487	0.2752811108
488	0.2749207549
489	0.2747231004
490	0.2745803748
491	0.2741995554
492	0.2738746564
493	0.2736885251
494	0.273548716
495	0.272611968
496	0.2720346801
497	0.2716622685
498	0.271214054
499	0.2708805684
500	0.2707548828
501	0.27043501	0.502	0.27004502	0.26591819
503	0.26551046
504	0.265505	0.26505	0.264506	0.26506	0.264507	0.2682997059
508	0.2680656541
509	0.2675375517
510	0.2672125742
511	0.2670200411
512	0.2667505032
513	0.2666218667
514	0.2663104121
515	0.2660287508
516	0.2659322824
517	0.2656563349
518	0.2653436454
519	0.2651878252
520	0.2648989753
521	0.2646862346
522	0.2645449565
523	0.2641881993
524	0.2640111913
525	0.2635844853
526	0.2630339864
527	0.2628181611
528	0.2626351261
529	0.2623576322
530	0.262069388
531	0.2616398145
532	0.2613614488
533	0.2608790048
534	0.2604169678
535	0.2599777962
536	0.2595666196
537	0.2593760176
538	0.2592230098
539	0.2588966477
540	0.2587337239
541	0.2583005752
542	0.2577338983
543	0.2575321049
544	0.2570054427
545	0.2568434872
546	0.2567408224
547	0.2565762392
548	0.2563287631
549	0.2560317
550	0.2558930101
551	0.2555700727
552	0.2552581364
553	0.2548573935
554	0.2547169243
555	0.2545940653
556	0.2543030435
557	0.2540146642
558	0.253784971
559	0.253544927
560	0.2534658734
561	0.253348003
562	0.2529711076
563	0.2525365311
564	0.2521762341
565	0.2520772204
566	0.2519722031
567	0.2516531371
568	0.2514914523
569	0.2511387727
570	0.2508279376
571	0.2506741071
572	0.2504555751
573	0.2502786711
574	0.2500162468
575	0.2497149068
576	0.2495768113
577	0.2492539598
578	0.2490802811
579	0.2486230647
580	0.248291289
581	0.2481519162
582	0.2479026513
583	0.2474112834
584	0.2472491109
585	0.2470831633
586	0.2467858826
587	0.2466841836
588	0.2462826063
589	0.2459698276
590	0.2453448594
591	0.2451531161
592	0.2449592929
593	0.2447871414
594	0.2445225014
595	0.244115274
596	0.2440637559
597	0.243645685
598	0.2431528288
599	0.2430256286
600	0.2426514945
601	0.2424689802
602	0.2420979128
603	0.2415248347
604	0.2411937207
605	0.2410344956
606	0.2408959691
607	0.2406383686
608	0.2402128299
609	0.2399951326
610	0.239873488
611	0.2395860232
612	0.2390485251
613	0.2386839919
614	0.2384097985
615	0.2381575017
616	0.2379259774
617	0.2375710281
618	0.237094862
619	0.2367627228
620	0.2365260602
621	0.2363823358
622	0.236215975
623	0.2360550483
624	0.2356966597
625	0.2355497712
626	0.2353545558
627	0.235212067
628	0.2348318492
629	0.2345821912
630	0.2340550735
631	0.2339600146
632	0.2336382787
633	0.2331692135
634	0.232925079
635	0.2326591866
636	0.2323658254
637	0.2320543264
638	0.2318641211
639	0.2314581211
640	0.2312462922
641	0.230931446
642	0.2308388419
643	0.2305761125
644	0.2304781923
645	0.2304069179
646	0.2302326498
647	0.2299084703
648	0.2296674615
649	0.2295599871
650	0.2294378506
651	0.2292364837
652	0.2290190445
653	0.2288974956
654	0.2286309407
655	0.2283123639
656	0.2279714699
657	0.2278206296
658	0.2275479154
659	0.2272838409
660	0.2271293798
661	0.2269248307
662	0.2268068813
663	0.2267011976
664	0.2266070421
665	0.2263519083
666	0.2262349035
667	0.2259476869
668	0.2257930926
669	0.2255906429
670	0.225313567
671	0.2251509345
672	0.2250591865
673	0.2247538226
674	0.224288563
675	0.2241533301
676	0.2240141051
677	0.2238952515
678	0.2236646337
679	0.2234261763
680	0.2232577172
681	0.2231221526
682	0.2228746364
683	0.222742913
684	0.2225176141
685	0.222347644
686	0.2222015697
687	0.2219487161
688	0.2215580547
689	0.2213528039
690	0.2210813959
691	0.2209893078
692	0.2206806123
693	0.2205561985
694	0.2203836443
695	0.2202663258
696	0.2201822437
697	0.2200324816
698	0.2197500329
699	0.2195593146
700	0.2194473067
701	0.2193350867
702	0.2189023263
703	0.2186385554
704	0.2184511665
705	0.2182447573
706	0.2181639679
707	0.2179466919
708	0.2175554543
709	0.2173949369
710	0.217197008
711	0.2170671784
712	0.2167173475
713	0.2164502305
714	0.216234751
715	0.2159983273
716	0.2158293845
717	0.2155804985
718	0.2152718291
719	0.2152109691
720	0.2149830334
721	0.2148104312
722	0.2145640188
723	0.2144250533
724	0.2142292768
725	0.2140925589
726	0.213900944
727	0.2136384074
728	0.2134133944
729	0.2132816808
730	0.2131811051
731	0.2129539154
732	0.2127064122
733	0.2125338499
734	0.2124410448
735	0.2122419275
736	0.2121528575
737	0.2119884133
738	0.2117500812
739	0.2115190775
740	0.2114092476
741	0.2110593108
742	0.2109820686
743	0.210811581
744	0.2106343823
745	0.2104382719
746	0.2102768002
747	0.2101008017
748	0.2099563452
749	0.2098766458
750	0.2095070888
751	0.2093347411
752	0.209231884
753	0.2090283301
754	0.2088058249
755	0.2086264521
756	0.2083571311
757	0.2081366063
758	0.2078431836
759	0.2075664918
760	0.2075228093
761	0.2072205476
762	0.2069341378
763	0.206746872
764	0.2065983679
765	0.2064354446
766	0.206303681
767	0.2060344156
768	0.2058509172
769	0.2055380382
770	0.2054234129
771	0.2053123822
772	0.205148688
773	0.2049286863
774	0.2048725538
775	0.2047468174
776	0.2047071642
777	0.2045897777
778	0.2045485338
779	0.2043574061
780	0.2042060266
781	0.2040379305
782	0.2038087776
783	0.2036634579
784	0.2035159556
785	0.203479478
786	0.2033971623
787	0.2031561005
788	0.2030495407
789	0.2029795337
790	0.2028282174
791	0.2025454012
792	0.2023630975
793	0.2022270324
794	0.202064769
795	0.2018340253
796	0.2016061511
797	0.2014786852
798	0.2013649837
799	0.2012509923
800	0.2011106854
801	0.2008916378
802	0.2007865329
803	0.2006305742
804	0.2005263177
805	0.2003783002
806	0.200280473
807	0.2001008251
808	0.1999548643
809	0.1997510839
810	0.1996326607
811	0.1994016433
812	0.199341629
813	0.1991467008
814	0.1989867961
815	0.1988593122
816	0.198749078
817	0.198678455
818	0.1986495646
819	0.1985342781
820	0.1983418754
821	0.1981418273
822	0.1979711596
823	0.1978720712
824	0.1977010186
825	0.1975609009
826	0.1974870396
827	0.1973965549
828	0.1972666924
829	0.1971224812
830	0.1968394409
831	0.196613383
832	0.1965334731
833	0.1964494783
834	0.196279904
835	0.1961704413
836	0.1961422366
837	0.1959590873
838	0.1958830686
839	0.1957872317
840	0.1956491357
841	0.1953772387
842	0.195208453
843	0.1951265308
844	0.1950806699
845	0.1948251626
846	0.1947764986
847	0.1947525471
848	0.1945785333
849	0.1944994343
850	0.1944486403
851	0.1943338176
852	0.1941731222
853	0.1940599659
854	0.1938840601
855	0.1937696918
856	0.193578621
857	0.1934559318
858	0.1933616892
859	0.1931302003
860	0.192938406
861	0.1927927123
862	0.1926309289
863	0.192542578
864	0.192864	0.1865	0.1922865	0.1866	0.1921866	0.1977714921
867	0.1977180982
868	0.1975884237
869	0.1975089532
870	0.1972697105
871	0.19714333
872	0.1970175475
873	0.1968992508
874	0.1968185115
875	0.1967220646
876	0.1966491627
877	0.1964385239
878	0.1962982747
879	0.1962057037
880	0.1961365031
881	0.1959864523
882	0.1958856001
883	0.1956912202
884	0.1955496608
885	0.1954112266
886	0.1952718942
887	0.1950800683
888	0.1950039587
889	0.1947977267
890	0.1945779292
891	0.194472023
892	0.1943380559
893	0.1941374714
894	0.1939726566
895	0.1938462359
896	0.1936684431
897	0.1935396332
898	0.1934379057
899	0.193319087
900	0.1932672078
901	0.1931160908
902	0.1928990547
903	0.1927362352
904	0.1926451944
905	0.1925016617
906	0.1924153919
907	0.1922422247
908	0.1920745139
909	0.1919885022
910	0.1918152433
911	0.1916707396
912	0.1915571279
913	0.1913973668
914	0.1912224519
915	0.1911002112
916	0.1910495982
917	0.1908831731
918	0.1908087871
919	0.1906969522
920	0.1905353818
921	0.1904855463
922	0.1904377852
92924	0.1847210829925	0.18459307092926	0.18445797792927	0.18431979192928	0.18425620928929	0.18405460929930	0.18393358930931	0.18385407931	0.1893888606
932	0.1892787131
933	0.189120851
934	0.1889357839
935	0.188741476
936	0.1886842639
937	0.1885453826
938	0.1883768487
939	0.1882736373
940	0.1881078689
941	0.1880612393
942	0.1879718723
943	0.1877807328
944	0.1876702851
945	0.1875606229
946	0.1875164001
947	0.1873768654
948	0.1872994607
949	0.1871077869
950	0.1869927939
951	0.1868846157
952	0.1867776976
953	0.1867032104
954	0.1866606124
955	0.1866210192
956	0.186459815
957	0.1863174901
958	0.1861932144
959	0.1860929081
960	0.1860005781
961	0.1859094062
962	0.1858634538
963	0.1857087146
964	0.1855925346
965	0.1854182009
966	0.1852974112
967	0.1851825557
968	0.1850765064
969	0.1850058427
970	0.1849174439
971	0.1848133407
972	0.1846575471
97974	0.17902684097975	0.17886538897976	0.17882616797977	0.17871357297978	0.17866347797979	0.17839508797980	0.17825808398981	0.17811380398982	0.17803365698983	0.177962876983	0.1831212382
984	0.1830151803
985	0.1827669129
986	0.1826306
987	0.1825314973
988	0.1824633392
989	0990	0.177248990	0991	0.177156991	0992	0.177010965
993	0.1769002546
994	0.1767949285
995	0.1767262004
996	0.1765916056
997	0.1765738789
998	0.1764456108
999	0.1763209402
0.1809554695
13
